Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Divergence Eve,6.08,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,Divergence Eve,daibaajiensu・ivu,ダイバージェンス・イヴ,"In the 24th Century, Intergalactic Space Travel has become a reality. One of the first outposts in the far reaches of space is WATCHER'S NEST - an inflation hole drive portal - which has recently come under attack by a mysterious force known simply as GHOUL... A group of young female cadets assigned to the portal are unexpectedly thrown into a hornet's nest of trouble as they finalize their training to become an elite pilot in the Seraphim Squadron.

(Source: DVD Collection Back Cover)"
Divergence Eve 2: Misaki Chronicles,6.43,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,Misaki Chronicle: Divergence Eve,misakikuronikuru ~daibaajiensu・ivu~,みさきクロニクル 〜ダイバージェンス・イヴ〜,"Through the long distance warp called the ""Exodus Project"", Worns, Ryer and the
other crew members of ""Watchers Nest"" manage to escape from the Earth. Misaki, who
was attending the final battle with ""Ghoul"" at that time, isn't present there and
before her eyes, the earth changes and gets enclosed by a time barrier.

Ryer and the others search for a way to escape from this space time maze, but the
earth changes to various forms. Innumerable ""Nows"" appear due to varying time axes. 

And also Misaki, who should have disappeared because of the Exodus Project incident,
still afortiori. Before Ryer and the others, different forms of Misaki appear. The
Misaki from training school, the Misaki from her childhood days.

Are these reflections caused by the conflicts that exist inside Misaki?

She awakens a second time and when she derives the response, that history is leading
into a completely differnet direction now.

Will Misaki, Ryer and the others be able to find a real happy end?!

(Source: AnimeNfo)"
Divine Gate,5.88,"Action, Fantasy, Sci-Fi",TV,12,Divine Gate,dibaingeeto,ディバインゲート,"The legend of the Divine Gate is a story told to young children that depicts the merging of the living world, the heavens, and the underworld. ""Adapters""—people born with unique elemental abilities gifted to them from the union of these worlds—formed the World Council, an organization which controls the chaos of the Gate by portraying its legend as nothing more than a myth. These Adapters train in a special academy owned by the World Council that allows the students to hone their skills.

Aoto, a teenage boy with exceptional water powers and a tragic past, rejects the offer to join the academy numerous times—until he is successfully pressured by the energetic wind user Midori and stubborn fire user Akane. Together, with the World Council and their mysterious leader Arthur, they seek out the Gate in the hopes of uncovering the truth. But in order to reach their goals, they must unite and overcome their own despair while dealing with behind the scene mischief."
Doamaiger D,5.34,"Action, Comedy, Mecha",TV,13,Doamayger-D,doamaigaaD,ドアマイガーD,"Kyougoku Daijirou is the 15th generation owner of the Kyoto sweets shop Amashoudou. One day, Daijirou discovers a giant robot named Doamaiger D in his store's basement. At the same time, enemies called ""Mekaijuu"" appear in Kyoto and begin wreaking havoc.

(Source: ANN)"
Docchi ni Suru?,5.64,Kids,Movie,1,Your Choice!,Docchi ni Suru?,どっちにする？,"Raoul, an alligator, has a bad tooth, and also need a hair cut. Is he going to a barber, or a dentist, or neither of them? Madillo, an armadillo, wonders if he should bring an umbrella, or not. So, what is your choice?
In the story of this animated film, a series of events which need judgements, spontaneity and decisiveness of the ""Junior Directors"" continue to occur. The film was completed with the ideas from those ""Junior Directors"" through having several workshops with them.

(Source: Yamamura Animation)"
Doctor Chichibuyama,6.15,"Ecchi, Parody, Seinen",TV,2,Doctor Chichibuyama,dokutaachichibusan,ドクター秩父山,"Based on the manga by Tanaka Keiichi.

Dr. Chichibuyama is the perverse head of a hospital way out in the mountains and terrorises patients with the help of his lover and a sexy young nurse.

(Source: AniDB)"
Document Taiyou no Kiba Dagram,6.32,"Drama, Mecha, Military, Sci-Fi, Shounen",Movie,1,"Poisonous face, fangs of the sun, etc.",Document Taiyou no Kiba Dagram,ドキュメント 太陽の牙ダグラム,"In the planet Deloyer, a colony of the Earth federation, Colonel Von Stein stages a coup d'etat on behalf of the Federation chairman Donan Cashim."
Dog Days,7.21,"Action, Adventure, Fantasy, Magic",TV,13,Dog Days,doggudeizu,ドッグデイズ,"Dog Days takes place in the world of Flonyard, an alternate Earth inhabited by beings who resemble humans, but also have the ears and tails of specific animals. The Republic of Biscotti, a union of dog-like citizens, has come under attack by the feline forces of the Galette Leo Knights. In an effort to save Biscotti, Princess Millhiore summons a champion from another world in order to defend her people. That champion is Cinque Izumi, a normal junior high student from Earth.

Agreeing to assist Biscotti, Cinque retrieves a sacred weapon called the Palladion and prepares for war. In Flonyard, wars are fought with no casualties and are more akin to sports competitions with the goal of raising money for the participating kingdoms. Cinque is successful in his role as Biscotti’s champion, but learns that a summoned champion cannot be returned to their home world. The scientists of Biscotti will endeavor to find a way for Cinque to return home, but until they figure something out, he must serve Princess Millhiore by continuing to fight as Biscotti’s hero."
Doggy Poo,5.82,"Fantasy, Kids",Movie,1,Doggy Poo,wanchannounchi,わんちゃんのうんち,
Dokaben,6.49,"Action, School, Shounen, Sports",TV,163,Dokaben,dokaben,ドカベン,"Tarou ""Dokaben"" Yamada, who was a judoist while at junior high, enters Meikun High School and is talked into joining the baseball club. He displays his superb athletic abilities in baseball and becomes well-known as a hard hitter. He and his unique teammates establish Meikun a solid position as No.1 in the High School Baseball Championship games.

(Source: Nippon Animation)"
Dokidoki Densetsu: Mahoujin Guru Guru,7.42,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,Doki Doki Densetsu: Magic Guru Guru,Dokidoki Densetsu: Mahoujin Guru Guru,どきどき でんせつ： まほうじん ぐる ぐる,
Dokidoki! Precure,6.89,"Action, Fantasy, Magic, Shoujo",TV,49,Glitter Force Doki Doki,Dokidoki! Precure,ドキドキ! プリキュア,"Middle schooler Mana Aida is known for her vivid passion and kind-hearted disposition, especially by her friends Rikka Hishikawa and Alice Yotsuba. While the girls are on a school field trip, otherworldly villains from the ""Trump Kingdom"" appear and create giant monsters from the civilians' selfish desires to cause havoc. 

In the midst of finding a way to stop the destruction, Mana encounters ""Cure Sword,"" a mysterious Precure warrior. As Cure Sword engages in combat with the monsters, Mana meets Cure Sword's fairy allies, who tell her that she also has the ability to transform into a warrior herself. When Trump Kingdom's invaders begin to outnumber Cure Sword, Mana takes to the battleground with resolve. She partners with Sharuru, one of the fairies, and transforms into ""Cure Heart""—the Precure of Love. 

In her attempts to ally with Cure Sword, Mana ends up pulling Rikka and Alice into the fray, whom each partner with a fairy ally to transform into ""Cure Diamond"" and ""Cure Rosetta,"" respectively. Together, they battle against the Trump Kingdom invaders to protect the love in the world from being destroyed."
Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,6.93,"Fantasy, Kids, Magic, Shoujo",Movie,1,Doki doki! Prekure Moie: Mana Kekkon! ! ? Kibou's D-ress that connects to the future,Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,映画 ドキドキ! プリキュア マナ結婚!!? 未来につなぐ希望のドレス,"Mana is given a wedding dress which was worn by her mother and grandmother.
All of sudden a mysterious man named Matthew appears and takes her to the past world.
Mana is so glad to meet her grandmother and her beloved dog Maro that she had a long time ago, but she can't find two of her best friends Rikka and Alice. It looks her precious memories have been changed somehow.
If things continue as is, the future will be ruined, too.
The Precure girls have to fight to protect their memories and future!!

(Source: Crunchyroll)"
Dokkiri Doctor,6.64,"Comedy, Slice of Life",TV,26,Startling Doctor,Dokkiri Doctor,どっきりドクター,"Haruka Nishikikoji is an overweight doctor that never seems to attract any girls. Fate finds a way as he lands a job as a doctor in an elementary school, wherein his workplace can be found on top of the schools' roof and the actual clinic looks like a medieval castle. Just when everything seems to go downhill, a surprise came one day, her first love Koizumi Miyuki, applies as her soon to be nurse."
