name,lang,confidence,english,japanese,kanji
Gakuen Senki Muryou,ja,1.0,School Senki Free,Gakuen Senki Muryou,学園 戦記 無料
Gakuen Utopia Manabi Straight!,ja,0.75508964,Gakuen Utopia Learning Straight!,Gakuen Utopia Manabi Straight!,学園 うトピア 学び Ｓｔらいｇｈｔ！
Galactic Patrol Lensman,en,0.5999038,Galactic Patrol Lensman,gingapatoroorunorenzuman,銀河パトロールのレンズマン
Galaxy Angel,en,0.8210667,Galaxy Angel,gyarakushiienjieru,ギャラクシーエンジェル
Galaxy Angel 3,en,0.8210667,Galaxy Angel 3,gyarakushiienjieru3,ギャラクシーエンジェル3
Galaxy Angel 4,en,0.8210667,Galaxy Angel 4,gyarakushiienjieru4,ギャラクシーエンジェル4
Galaxy Angel Rune,en,0.8773281,Galaxy Angel Rune,gyarakushiienjieru ruun,ギャラクシーエンジェル ルーン
Galaxy Angel Z,en,0.7006822,Galaxy Angel Z,gyarakushiienjieruZ,ギャラクシーエンジェルZ
Galilei Donna,it,0.7332859,Galilei Donna,Galilei Donna,Galilei Donna
Gall Force 1: Eternal Story,en,0.95203686,Gall Force 1: Eternal Story,garufoosu1 eiennomonogatari,ガルフォース1 永遠の物語
Gallery Fake,en,1.0,Gallery Fake,gyarariifeiku,ギャラリーフェイク
Gamba no Bouken,ja,0.5158498,Gamba's adventure,Gamba no Bouken,ガンバ の 冒険
Gamba: Gamba to Nakama-tachi,ja,0.47506106,Gamba: Gamba and friends,Gamba: Gamba to Nakama-tachi,がｍば： がｍば と なかまーたち
Gambo,ms,0.23921569,Gambo,Gambo,Gambo
Game Center Arashi,en,0.6805871,Game Center Arashi,geemusentaaarashi,ゲームセンター嵐
Ganbare Genki,ja,1.0,Do your best and be healthy,Ganbare Genki,頑張れ 元気
Ganbare Goemon,ja,0.98941785,Good luck Goemon,Ganbare Goemon,頑張れ ゴエモン
Ganbare Gonbe,ja,1.0,Good luck Gombe,Ganbare Gonbe,頑張れ ゴンベ
Ganbare! Kickers,en,0.33623785,Ganbare! Kickers,Ganbare! Kickers,Ganbare! Kickers
Ganbare-bu Next!,ja,0.9549627,Ganbare Club Value xt!,Ganbare-bu Next!,がんばれー部 値ｘｔ！
Ganbarist! Shun,ja,0.40195057,Good luck st! season,Ganbarist! Shun,頑張りｓｔ！ 旬
Gangsta.,en,1.0,Gangsta.,gyangusuta.,ギャングスタ。
Gankutsuou,ja,0.9363671,rock cave king,Gankutsuou,岩窟王
Ganso Tensai Bakabon,ja,1.0,Original Genius Bakabon,Ganso Tensai Bakabon,元祖 天才 バカボン
Gantz,en,0.83443713,Gantz,gantsu,ガンツ
Gantz 2nd Stage,en,0.26524684,Gantz 2nd Stage,Gantz 2nd Stage,Gantz 2nd Stage
Gantz:O,el,0.8030078,Gantz:O,Gantz:O,Gantz:O
Garakuta-doori no Stain,ja,0.88633084,S other hospital as junk,Garakuta-doori no Stain,ガラクターどおり の Ｓ他院
Garo Movie: Divine Flame,en,0.9242357,Garo Movie: Divine Flame,gekijoubankibaookami dibainfureimu,劇場版牙狼 ディバインフレイム
Garo: Guren no Tsuki,ja,1.0,Garo: Guren no Tsuki,Garo: Guren no Tsuki,がろ： ぐれん の つき
Garo: Honoo no Kokuin,ja,1.0,Garo: Fireworks,Garo: Honoo no Kokuin,がろ： ほのお の こくいん
Gasaraki,ja,0.32497367,Gasaraki,Gasaraki,Gasaraki
Gasshin Sentai Mechander Robo,ja,0.7765197,Goshin Sentai Mechander Robo,Gasshin Sentai Mechander Robo,合神 戦隊 めちゃんでｒ ロボ
Gatapishi,ja,0.43564272,Gatapishi,Gatapishi,ガタピシ
Gatchaman Crowds,en,0.51046425,Gatchaman Crowds,gatchaman kurauzu,ガッチャマン クラウズ
Gatchaman Crowds Insight,en,0.7487568,Gatchaman Crowds Insight,gatchaman kurauzu insaito,ガッチャマン クラウズ インサイト
Gate Keepers,en,1.0,Gate Keepers,geetokiipaa,ゲートキーパー
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",ja,1.0,"Before: In the future, I will fight like this.","Gate: Jieitai Kanochi nite, Kaku Tatakaeri",がて： じえいたい かのち にて、 かく たたかえり
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",ja,0.96504116,"After: In my life, I will fight for the 2nd season.","Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",がて： じえいたい かのち にて、 かく たたかえり ２んｄ せあそん
Gear Fighter Dendoh,en,0.9830669,Gear Fighter Dendoh,giafuaitaadendou,ギアファイター電童
Gedo Senki,ja,0.2972069,Gedo Senki,Gedo Senki,Gedo Senki
Gegege no Kitarou (1968 Movie),ja,1.0,Gegege no Kitaro (1968 Movie),Gegege no Kitarou (1968 Movie),ゲゲゲ の きたろう （１９６８ もヴィエ）
Gegege no Kitarou (1968),ja,1.0,GeGeGe no Kitaro (1968),Gegege no Kitarou (1968),ゲゲゲ の きたろう （１９６８）
Gegege no Kitarou (1971),ja,1.0,GeGeGe no Kitaro (1971),Gegege no Kitarou (1971),ゲゲゲ の きたろう （１９７１）
Gegege no Kitarou (1985),ja,1.0,GeGeGe no Kitaro (1985),Gegege no Kitarou (1985),ゲゲゲ の きたろう （１９８５）
Gegege no Kitarou (1996),ja,1.0,GeGeGe no Kitaro (1996),Gegege no Kitarou (1996),ゲゲゲ の きたろう （１９９６）
Gegege no Kitarou (2007),ja,1.0,GeGeGe no Kitaro (2007),Gegege no Kitarou (2007),ゲゲゲ の きたろう （２００７）
Gegege no Kitarou: Daikaijuu,ja,0.9820463,Gegege no Kitaro: Daikaiju,Gegege no Kitarou: Daikaijuu,げげげ の きたろう： だいかいじゅう
Gegege no Kitarou: Kitarou no Yuurei Densha,ja,1.0,Gegege's Kitaro: Kitaro's Yuurei Train,Gegege no Kitarou: Kitarou no Yuurei Densha,げげげ の きたろう： きたろう の ゆうれい でんしゃ
Gegege no Kitarou: Nippon Bakuretsu,ja,1.0,Gegege no Kitaro: Nippon Bakuretsu,Gegege no Kitarou: Nippon Bakuretsu,げげげ の きたろう： にっぽん ばくれつ
Geisters: Fractions of the Earth,en,0.88984156,Geisters: Fractions of the Earth,gaisutaa: chikyuunoichibu,ガイスター: 地球の一部
Gekitou! Crush Gear Turbo,en,0.34787485,Gekitou! Crush Gear Turbo,Gekitou! Crush Gear Turbo,Gekitou! Crush Gear Turbo
Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,ja,0.6904024,Gekito! Crush gearatsurbo: Kaizabaan's boyfriend,Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,げきとう！ Ｃるｓｈ げあｒ つｒぼ： かいざばあん の ちょうせん
Gekkan Shoujo Nozaki-kun,ja,1.0,Monthly Girl Nozaki-kun,Gekkan Shoujo Nozaki-kun,月間 少女 のざきーくん
Gene Diver,en,0.9768403,Gene Diver,jiindaibaa,ジーンダイバー
Genei Toshi,ja,0.71404195,Genetic doctor Toshi,Genei Toshi,ゲネ医 とし
Genei Toushi Bastof Lemon,el,0.40078187,Genei Toushi Bastof Lemon,Genei Toushi Bastof Lemon,Genei Toushi Bastof Lemon
Genei wo Kakeru Taiyou,ja,0.9466208,The sun that gives medical advice,Genei wo Kakeru Taiyou,ゲネ医 を かける 太陽
Generator Gawl,cy,0.9815626,Generator Gawl,Generator Gawl,Generator Gawl
Geneshaft,en,0.46269375,Geneshaft,jiinshafuto,ジーンシャフト
Genius Party,en,0.9677077,Genius Party,tensaipaateii,天才パーティー
Genius Party Beyond,en,0.986892,Genius Party Beyond,tensaipaateiiwokoete,天才パーティーを超えて
Genji Monogatari,ja,1.0,Genji story,Genji Monogatari,源氏 物語
Genji Monogatari Sennenki,ja,1.0,The Tale of Genji line postponed,Genji Monogatari Sennenki,源氏 物語 線延期
Genji Tsuushin Agedama,ja,1.0,Genji communication fried balls,Genji Tsuushin Agedama,源氏 通信 揚げ玉
Genki Bakuhatsu Ganbaruger,ja,1.0,Genki Explosion Ganbaru lower r,Genki Bakuhatsu Ganbaruger,元気 爆発 ガンバル下ｒ
Genma Taisen,ja,0.8897702,Genma battle,Genma Taisen,幻魔 対戦
Genma Taisen: Shinwa Zenya no Shou,ja,0.9898075,Genma Taisen: Shinwa Zenya no Shou,Genma Taisen: Shinwa Zenya no Shou,げんま たいせん： しんわ ぜにゃ の しょう
Genroku Koi Moyou: Sankichi to Osayo,ja,1.0,Genroku Koi Moyo: Sankichi and Osayo,Genroku Koi Moyou: Sankichi to Osayo,げんろく こい もよう： さんきち と おさよ
Genshi Shounen Ryuu,ja,1.0,atomic boy flow,Genshi Shounen Ryuu,原子 少年 流
Genshiken,ja,1.0,Genshiken,Genshiken,げんしけん
Genshiken 2,ja,1.0,Genshiken 2,Genshiken 2,げんしけん ２
Genshiken Nidaime,ja,0.93226284,Genshiken second generation,Genshiken Nidaime,げんしけん 二代目
Gensoumaden Saiyuuki,ja,0.9743948,Fantasy Journey to the West,Gensoumaden Saiyuuki,幻想までん 西遊記
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,ja,1.0,Gensouman Saiyuuki Moie: Rekuiem - The unselected thing's penis?,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,げんそうまでん さいゆうき もゔぃえ： れくいえｍ ー えらばれざる もの え の ちんこんか
Geragera Boes Monogatari,ja,0.8859931,Gelagera book picture s story,Geragera Boes Monogatari,ゲラゲラ 簿絵ｓ 物語
Get Ride! AMDriver,en,1.0,Get Ride! AMDriver,noru! AMdoraibaa,乗る！ AMドライバー
GetBackers,en,0.7531353,GetBackers,gettobakkaazu,ゲットバッカーズ
Getsumen To Heiki Mina,ja,1.0,Moon surface and weapons everyone,Getsumen To Heiki Mina,月面 と 兵器 皆
Getter Robo,en,0.9631155,Getter Robo,gettaarobo,ゲッターロボ
Getter Robo (Movie),en,1.0,Getter Robo (Movie),gettaarobo(eiga),ゲッターロボ（映画）
Getter Robo G,en,0.9417952,Getter Robo G,gettaaroboG,ゲッターロボG
Getter Robo Go,en,0.91959417,Getter Robo Go,gettaarobogou,ゲッターロボ號
Ghost Hunt,en,0.9549791,Ghost Hunt,goosutohanto,ゴーストハント
Ghost Sweeper GS Mikami,en,0.8567463,Ghost Sweeper GS Mikami,goosutosuiipaa GSbishin,ゴーストスイーパー GS美神
Ghost in the Shell,en,1.0,Ghost in the Shell,goosuto・in・za・shieru,ゴースト・イン・ザ・シェル
Ghost in the Shell (2015),en,1.0,Ghost in the Shell (2015),goosuto・in・za・shieru (2015),ゴースト・イン・ザ・シェル (2015)
Ghost in the Shell 2.0,en,1.0,Ghost in the Shell 2.0,koukakukidoutai2.0,攻殻機動隊2.0
Ghost in the Shell 2: Innocence,en,1.0,Ghost in the Shell 2: Innocence,koukakukidoutai2 inosensu,攻殻機動隊2 イノセンス
Ghost in the Shell: Arise - Alternative Architecture,en,1.0,Ghost in the Shell: Arise - Alternative Architecture,koukakukidoutaiARISE - orutanateibu・aakitekuchaa,攻殻機動隊ARISE - オルタナティブ・アーキテクチャー
Ghost in the Shell: Arise - Border:1 Ghost Pain,en,1.0,Ghost in the Shell: Arise - Border:1 Ghost Pain,koukakukidoutaiARISE - boodaa:1 goosutopein,攻殻機動隊ARISE - ボーダー:1 ゴーストペイン
Ghost in the Shell: Arise - Border:2 Ghost Whispers,en,1.0,Ghost in the Shell: Arise - Border:2 Ghost Whispers,koukakukidoutaiARISE - Border:2 Ghost Whispers,攻殻機動隊ARISE - Border:2 Ghost Whispers
Ghost in the Shell: Arise - Border:3 Ghost Tears,en,1.0,Ghost in the Shell: Arise - Border:3 Ghost Tears,koukakukidoutaiARISE - Border:3 Ghost Tears,攻殻機動隊ARISE - Border:3 Ghost Tears
Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,en,1.0,Ghost in the Shell: Arise - Border:4 Ghost Stands Alone,koukakukidoutaiARISE - Border:4 Ghost Stands Alone,攻殻機動隊ARISE - Border:4 Ghost Stands Alone
Ghost in the Shell: Nyuumon Arise,en,0.79268456,Ghost in the Shell: Nyuumon Arise,koukakukidoutai nyuumonaraizu,攻殻機動隊 入門アライズ
Ghost in the Shell: Stand Alone Complex,en,1.0,Ghost in the Shell: Stand Alone Complex,koukakukidoutai STAND ALONE COMPLEX,攻殻機動隊 STAND ALONE COMPLEX
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,en,1.0,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,koukakukidoutai STAND ALONE COMPLEX - Solid State Society 3D,攻殻機動隊 STAND ALONE COMPLEX - Solid State Society 3D
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),en,0.7768121,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),koukakukidoutai STAND ALONE COMPLEX ~tachikomanahibi~ (TV),攻殻機動隊 STAND ALONE COMPLEX ～タチコマな日々～ (TV)
Ghost in the Shell: Stand Alone Complex 2nd GIG,en,1.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,koukakukidoutai STAND ALONE COMPLEX 2nd GIG,攻殻機動隊 STAND ALONE COMPLEX 2nd GIG
Giant Gorg,el,0.48016557,Giant Gorg,Giant Gorg,Giant Gorg
Giant Killing,en,0.98624635,Giant Killing,jaiantokiringu,ジャイアントキリング
Gifuu Doudou!!: Kanetsugu to Keiji,ja,1.0,Gifu Dodo! ! : Kanetsugu and her girlfriend,Gifuu Doudou!!: Kanetsugu to Keiji,ぎふう どうどう！！： かねつぐ と けいじ
Gilgamesh,en,1.0,Gilgamesh,girugamesshu,ギルガメッシュ
Gin no Saji,ja,1.0,silver spoon,Gin no Saji,銀 の さじ
Gin no Saji 2nd Season,ar,0.33282965,Gin no Saji 2nd Season,Gin no Saji 2nd Season,Gin no Saji 2nd Season
Ginban Kaleidoscope,en,0.340044,Ginban Kaleidoscope,Ginban Kaleidoscope,Ginban Kaleidoscope
Ginga Densetsu Weed,ja,0.98790234,galaxy legend web picture d,Ginga Densetsu Weed,銀河 伝説 ウェ絵ｄ
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,ja,1.0,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,ぎんが えいゆう でんせつ がいでん： おうごん の つばさ
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,ja,1.0,Ginga Eiyuu Densetsu: Arata Naru Struggle no Owertsure,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,ぎんが えいゆう でんせつ： あらた なる たたかい の おゔぇｒつれ
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,ja,1.0,"Ginga Eiyuu Densetsu: Where I go, where I want to go",Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,ぎんが えいゆう でんせつ： わが ゆく わ ほし の たいかい
Ginga Hyouryuu Vifam,la,0.5909761,Ginga Hyouryuu Vifam,Ginga Hyouryuu Vifam,Ginga Hyouryuu Vifam
Ginga Kikoutai Majestic Prince,en,0.34436032,Ginga Kikoutai Majestic Prince,Ginga Kikoutai Majestic Prince,Ginga Kikoutai Majestic Prince
Ginga Nagareboshi Gin,ja,0.9888356,galaxy shooting star silver,Ginga Nagareboshi Gin,銀河 流れ星 銀
Ginga Patrol PJ,hi,0.7818399,Ginga Patrol PJ,Ginga Patrol PJ,Ginga Patrol PJ
Ginga Reppuu Baxingar,fi,0.9521331,Ginga Reppuu Baxingar,Ginga Reppuu Baxingar,Ginga Reppuu Baxingar
Ginga Sengoku Gunyuuden Rai,ja,0.9590127,Galaxy Sengoku Gunyuden Rai,Ginga Sengoku Gunyuuden Rai,銀河 戦国 群雄伝 らい
Ginga Senpuu Braiger,ja,0.7775132,Galaxy whirlwind B coming down r,Ginga Senpuu Braiger,銀河 旋風 Ｂ来下ｒ
Ginga Shippuu Sasuraiger,ja,0.6381108,Galactic gale wandering down,Ginga Shippuu Sasuraiger,銀河 疾風 さすらい下ｒ
Ginga Tetsudou 999,ja,0.9853365,galaxy railway 999,Ginga Tetsudou 999,銀河 鉄道 ９９９
Ginga Tetsudou 999 (Movie),ja,0.86862487,Galaxy Railway 999 (Movie),Ginga Tetsudou 999 (Movie),銀河 鉄道 ９９９ （もヴィエ）
Ginga Tetsudou 999: Diamond Ring no Kanata e,ja,0.9868218,Ginga Tetsudo 999: Diamon d Ring's Kanatae,Ginga Tetsudou 999: Diamond Ring no Kanata e,ぎんが てつどう ９９９： ぢあもんｄ りんｇ の かなた え
Ginga Tetsudou 999: Eternal Fantasy,ja,0.22748575,Ginga Tetsudou 999: Eternal Fantasy,Ginga Tetsudou 999: Eternal Fantasy,Ginga Tetsudou 999: Eternal Fantasy
Ginga Tetsudou 999: Glass no Clair,ja,0.76343817,Ginga Tetsudo 999: Gas's Car,Ginga Tetsudou 999: Glass no Clair,ぎんが てつどう ９９９： Ｇぁっｓ の Ｃぁいｒ
Ginga Tetsudou 999: Hoshizora wa Time Machine,ja,1.0,Ginga Tetsudo 999: Hoshizora Wa Chime Machine,Ginga Tetsudou 999: Hoshizora wa Time Machine,ぎんが てつどう ９９９： ほしぞら わ ちめ まちね
Ginga Tetsudou Monogatari,ja,0.98710054,galaxy railway story,Ginga Tetsudou Monogatari,銀河 鉄道 物語
Ginga Tetsudou Monogatari: Eien e no Bunkiten,ja,1.0,Ginga Tetsudo Story: Eien's Bunkiten,Ginga Tetsudou Monogatari: Eien e no Bunkiten,ぎんが てつどう ものがたり： えいえん え の ぶんきてん
Ginga Tetsudou no Yoru,ja,1.0,galaxy railway night,Ginga Tetsudou no Yoru,銀河 鉄道 の 夜
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,ja,0.80915284,According to Ginga Tetsudo: Fantasy Railowad Inte Stars,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,ぎんが てつどう の よる： ふぁんたｓｙ らいｌろあｄ いん てぇ Ｓたｒｓ
Ginga e Kickoff!!,pt,0.3385595,Ginga e Kickoff!!,Ginga e Kickoff!!,Ginga e Kickoff!!
Gingitsune,ja,0.77632254,silver fox,Gingitsune,銀狐
Giniro no Kami no Agito,ja,1.0,Agito with hair in technique,Giniro no Kami no Agito,技にろ の 髪 の アギト
Giniro no Olynsis: Tokito,ja,0.56381124,Giniro's family: Tokito,Giniro no Olynsis: Tokito,ぎにろ の おｌｙんしｓ： ときと
Ginsoukikou Ordian,eu,0.8867663,Ginsoukikou Ordian,Ginsoukikou Ordian,Ginsoukikou Ordian
Gintama,vi,0.4296875,Gintama,Gintama,Gintama
Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,ja,1.0,Gintama moie: Kanketsuhen - Yorozuya Yo Eien Nare,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,ぎんたま もゔぃえ： かんけつーへん ー よろずや よ えいえん なれ
Gintama Movie: Shinyaku Benizakura-hen,ja,1.0,Gintama Moie: Shinyaku Benizakurahen,Gintama Movie: Shinyaku Benizakura-hen,ぎんたま もゔぃえ： しにゃく べにざくらーへん
Gintama: Enchousen,ja,0.8820789,Gintama: Enchosen,Gintama: Enchousen,ぎんたま： えんちょうせん
Gintama: Yorinuki Gintama-san on Theater 2D,ja,0.5760939,Gintama: Yorinuki Gintama-san On Teater 2D,Gintama: Yorinuki Gintama-san on Theater 2D,ぎんたま： よりぬき ぎんたまーさん おん てぇあてｒ ２Ｄ
Gintama°,vi,0.4296875,Gintama°,GintamaGintama,Gintama°
Ginyuu Mokushiroku Meine Liebe,ja,0.43012804,Fake Breasts Apocalypse Name Value Eebe,Ginyuu Mokushiroku Meine Liebe,偽乳 黙示録 名値 ぃえべ
Ginyuu Mokushiroku Meine Liebe Wieder,de,0.46429837,Ginyuu Mokushiroku Meine Liebe Wieder,Ginyuu Mokushiroku Meine Liebe Wieder,Ginyuu Mokushiroku Meine Liebe Wieder
Giovanni no Shima,ja,0.5156652,The island of Vanguard,Giovanni no Shima,技おヴァンに の 島
Girlfriend (Kari),en,0.6408513,Girlfriend (Kari),gaarufurendo (kari),ガールフレンド (カリ)
Girls und Panzer,de,0.8430834,Girls und Panzer,Girls und Panzer,Girls und Panzer
Girls und Panzer der Film,de,0.9636105,Girls und Panzer der Film,Girls und Panzer der Film,Girls und Panzer der Film
Glass no Chikyuu wo Sukue Unico Tokubetsu-hen,ja,1.0,Gas's Earth Square Unico Special Side,Glass no Chikyuu wo Sukue Unico Tokubetsu-hen,Gぁっs の 地球 を スクエ ウニコ 特別ー辺
Glass no Hana to Kowasu Sekai,ja,1.0,Gas flowers and destroying the world,Glass no Hana to Kowasu Sekai,Gぁっs の 花 と 壊す 世界
Glass no Kamen,en,0.67460775,Glass no Kamen,garasunokamen,ガラスの仮面
Glass no Kamen (2005),en,0.67460775,Glass no Kamen (2005),garasunokamen (2005),ガラスの仮面 (2005)
Glass no Kamen Desu ga,ja,1.0,It's a gas mask.,Glass no Kamen Desu ga,Gぁっs の 仮面 です が
Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,ja,1.0,"It's Gass's Kamen, but it's a spy!: Ona Spy's Koi! The dangerous scent of purple roses! ?",Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,Ｇぁっｓ の かめん です が てぇ もゔぃえ： おんあ Ｓｐｙ の こい！ むらさき の ばら わ きけん な かおり！？
Glass no Kantai: La Legende du Vent de lUnivers,mt,0.3502719,Glass no Kantai: La Legende du Vent de lUnivers,Glass no Kantai: La Legende du Vent de lUnivers,Glass no Kantai: La Legende du Vent de lUnivers
Glass no Usagi,en,0.7728587,Glass no Usagi,garasunousagi,ガラスのうさぎ
Glasslip,en,0.6601964,Glasslip,gurasurippu,グラスリップ
Go! Go! 575,en,1.0,Go! Go! 575,iku!iku! 575,行く！行く！ 575
Go! Go! Itsutsugo Land,ja,0.9819506,5! word! quintuplets fan d,Go! Go! Itsutsugo Land,５！ 語！ 五つ子 ァンｄ
Go! Princess Precure,en,0.98297656,Go! Princess Precure,iku!purinsesupurikyua,行く！プリンセスプリキュア
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,en,0.4339533,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,iku!eigapurinsesupurikyua Go!iku!!gooka3bondeeto!!!,行く！映画プリンセスプリキュア Go!行く！！ゴーカ3ボンデート!!!
