name,english,japanese,kanji
Gokinjo Monogatari the Movie,Neighborhood Story The Movie,Gokinjo Monogatari the Movie,ご近所物語 (1996)
Gokudou-kun Manyuuki,Gokudo,Gokudou-kun Manyuuki,ゴクドーくん漫遊記
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,Gokujo. : Gokurakuin Ryo Story,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,ゴクジョッ。~極楽院女子高寮物語~
Gokujou Seitokai,Best Student Council,Gokujou Seitokai,極上生徒会
Gokujou!! Mecha Mote Iinchou,The Best!! Extremely Cool Student Council President,Gokujou!! Mecha Mote Iinchou,極上!!めちゃモテ委員長
Gokujou!! Mecha Mote Iinchou Second Collection,The Best!! Extremely Cool Student Council President Second Collection,Gokujou!! Mecha Mote Iinchou Second Collection,極上!!めちゃモテ委員長 セカンドコレクション
Gokukoku no Brynhildr,Brynhildr in the Darkness,kyokukuronoburyunhirude,極黒のブリュンヒルデ
Gokusen,The Gokusen,Gokusen,ごくせん
Gokuu no Daibouken,Adventures of the Monkey King,Gokuu no Daibouken,悟空の大冒険
Golden Batman,Golden Batman,goorudenbattoman,ゴールデンバットマン
Golden Time,Golden Time,goorudentaimu,ゴールデンタイム
Goldfish Fetish,Goldfish Fetish,kingyofechi,金魚フェチ
Golgo 13,Golgo 13: The Professional,gorugo13,ゴルゴ１３
Golgo 13 (TV),Golgo 13,gorugo13,ゴルゴ13
Gon,Gon,gon,ゴン
Gondora,gondola,Gondora,ゴンドラ
Good Morning!!! Doronjo,Good Morning!!! Doronjo,guddo・mooningu!!!doronjo,グッド・モーニング!!!ドロンジョ
Good-by Elvis and USA,Good-bye Elvis and USA,sayounaraeruvisutoamerika,さようならエルヴィスとアメリカ
Good-by Marilyn,Good-by Marilyn,sayounaramaririn,さようならマリリン
Gosick,Gosick,GOSICK -goshikku-,GOSICK -ゴシック-
Gothicmade: Hana no Utame,Gothicmade: Hana no Utame,GOTHICMADE -goteikkumeedo hananoshionna-,GOTHICMADE -ゴティックメード 花の詩女-
Gotou ni Naritai.,I want to be Goto.,Gotou ni Naritai.,５等になりたい。
Gowapper 5 Gordam,Goliath the Super Fighter,gowappaa5goodamu,ゴワッパー5ゴーダム
Gozonji! Gekkou Kamen-kun,You know! Moonlight Kamen-kun,Gozonji! Gekkou Kamen-kun,ごぞんじ！月光仮面くん
Grander Musashi RV,Grander Musashi RV,gurandaamusashiRV,グランダー武蔵ＲＶ
Grappler Baki (TV),Baki the Grappler,gurappuraabaki,グラップラー刃牙
Grappler Baki: Saidai Tournament-hen,Baki the Grappler: Saidai Tournament-hen,gurappuraabaki(baki) saidaitoonamentohen,グラップラー刃牙(バキ) 最大トーナメント編
Gravitation,Gravitation,gurabiteeshon,グラビテーション
Great Hunt,Great Hunt,Great Hunt (gureetohanto),Great Hunt (グレートハント)
Great Mazinger,Great Mazinger,gureetomajingaa,グレートマジンガー
Great Mazinger tai Getter Robo,Great Mazinger tai Getter Robo,gureetomajingaatsuigettaarobo,グレートマジンガー対ゲッターロボ
Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,Great Majingerr Taigetter Robo G: Kuuchuu Daigekitotsu,Great Mazinger tai Getter Robo G: Kuuchuu Dai-Gekitotsu,Ｇれあｔ まじんげｒ たい げってｒ ろぼ Ｇ： くうちゅう だいーげきとつ
Great Rabbit,The Great Rabbit,gureetorabitto,グレートラビット
Great Teacher Onizuka,Great Teacher Onizuka,gureeto・teiichaa・onizuka,グレート・ティーチャー・オニヅカ
Greek Roman Sinhwa: Olympus Guardian,Greek Roman Sinhwa: Olympus Guardian,girisharoomashinwa: orinpasunoshugosha,ギリシャローマ神話: オリンパスの守護者
Greek Roman Sinhwa: Olympus Guardian (Movie),Greek Roman Sinhwa: Olympus Guardian (Movie),girisharoomashinwa: orinposunoshugosha (eiga),ギリシャローマ神話: オリンポスの守護者 (映画)
Green Green,Green Green,guriinguriin,グリーングリーン
Gregory Horror Show,Gregory Horror Show,guregoriihoraashoo,グレゴリーホラーショー
Gregory Horror Show: The Last Train,Gregory Horror Show: The Last Train,guregoriihoraashoo - The Last Train,グレゴリーホラーショー - The Last Train
Gregory Horror Show: The Second Guest,Gregory Horror Show: The Second Guest,guregoriihoraashoo - The Second Guest,グレゴリーホラーショー - The Second Guest
Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,Grenadier: Hohoemi no Senshi,グレネーダー 〜ほほえみの閃士〜
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,gurendaizaa・gettaaroboG・gureetomajingaa kessen!taikaikemono,グレンダイザー・ゲッターロボＧ・グレートマジンガー 決戦！大海獣
Grey: Digital Target,Grey: Digital Target,GREY dejitaru・taagetto,GREY デジタル・ターゲット
Grim,Grim,ikameshii,厳しい
Grimm Douwa: Kin no Tori,The Golden Bird,Grimm Douwa: Kin no Tori,グリム童話 金の鳥
Grimm Masterpiece Theater,Grimm Masterpiece Theater,gurimumeisakugekijou,グリム名作劇場
Grimm Masterpiece Theater II,Grimm Masterpiece Theater II,gurimumeisakugekijouⅡ,グリム名作劇場Ⅱ
Groizer X,Gloizer X,guroizaaX,グロイザーＸ
Groove Adventure Rave,Rave Master,reivu,レイヴ
Gu-Gu Ganmo,Gu-Gu Ganmo,Gu-Guganmo,Gu-Guガンモ
Gugure! Kokkuri-san,GUGURE! KOKKURI-SAN,Gugure! Kokkuri-san,繰繰れ！コックリさん
Guilstein,Guilstein,girusutein,ギルスティン
Guilty Crown,Guilty Crown,giruteikuraun,ギルティクラウン
Guin Saga,Guin Saga,guin・saaga,グイン・サーガ
Gulliver Funtouki,Gulliver's Great Activities,Gulliver Funtouki,ガリヴァー奮闘記
Gulliver no Uchuu Ryokou,Goodver's Space Travel,Gulliver no Uchuu Ryokou,ガリバーの宇宙旅行
Gun Frontier,Gun Frontier,ganfuronteia,ガンフロンティア
Gun x Sword,Gun x Sword,gangansoodo,ガン×ソード
Gun-dou Musashi,Gun Samurai,Gun-dou Musashi,GUN道 MUSASHI
Gundam Build Fighters,Gundam Build Fighters,gandamubirudofuaitaazu,ガンダムビルドファイターズ
Gundam Build Fighters Try,Gundam Build Fighters Try,gandamubirudofuaitaazutorai,ガンダムビルドファイターズトライ
Gundam Neo Experience 0087: Green Divers,Gundam Neo Experience 0087: Green Divers,gandamushintaikenn00877guriindaibaazu,ガンダム新体験―００８７―グリーンダイバーズ
Gundam: G no Reconguista,Gundam Reconguista in G,gandamu Gnorekongisuta,ガンダム Gのレコンギスタ
Gundress,Gundress,gandoresu,ガンドレス
Gungrave,Gungrave,gangureivu,ガングレイヴ
Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,Gunparade March: Arata Naru Kougunka,ガンパレード・マーチ -新たなる行軍歌-
Gunparade Orchestra,Gunparade Orchestra,ganpareedo・ookesutora,ガンパレード・オーケストラ
Gunslinger Girl,Gunslinger Girl,gansuringaa・gaaru,ガンスリンガー・ガール
Gunslinger Girl: Il Teatrino,Gunslinger Girl: Il Teatrino,gansuringaa gaaru -IL TEATRINO-,ガンスリンガー ガール -IL TEATRINO-
Gunslinger Stratos: The Animation,Gunslinger Stratos: The Animation,gansuringaa sutoratosu THE ANIMATION,ガンスリンガー ストラトス THE ANIMATION
Guskou Budori no Denki,The Life of Guskou Budori,Guskou Budori no Denki,グスコーブドリの伝記
Guskou Budori no Denki (2012),The Life of Budori Gusuko,Guskou Budori no Denki (2012),グスコーブドリの伝記
Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,Gyakkyou Burai Kaiji: Hakairoku-hen,逆境無頼カイジ 破戒録篇
Gyakkyou Burai Kaiji: Ultimate Survivor,Kaiji: Ultimate Survivor,Gyakkyou Burai Kaiji: Ultimate Survivor,逆境無頼カイジ Ultimate Survivor
Gyouten Ningen Batsealer,Captain Fatz and the Seamorphs,gyoutenningenbatoshiiraa,仰天人間バトシーラー
H2,H2,H2[eichi・tsuu],Ｈ２[エイチ・ツー]
Haai Step Jun,Haai Step Jun,haaisuteppujun,はーいステップジュン
Hachimitsu to Clover,Honey and Clover,Hachimitsu to Clover,ハチミツとクローバー
Hachimitsu to Clover II,Honey and Clover II,Hachimitsu to Clover II,ハチミツとクローバー II
Hacka Doll The Animation,Hackadoll The Animation,hakkadooru THE・animeeshon,ハッカドール THE・あにめーしょん
Hadashi no Gen,Barefoot Gen,Hadashi no Gen,はだしのゲン
Hadashi no Gen 2,Barefoot Gen 2,Hadashi no Gen 2,はだしのゲン　２
Hagure Yuusha no Aesthetica,Aesthetica of a Rogue Hero,Hagure Yuusha no Aesthetica,はぐれ勇者の鬼畜美学〈エステティカ〉
Haguregumo,floating clouds,Haguregumo,浮浪雲
Haha wo Tazunete Sanzenri,3000 li to visit my mother,Haha wo Tazunete Sanzenri,母をたずねて三千里
Haha wo Tazunete Sanzenri (Movie),3000 li to visit my mother,Haha wo Tazunete Sanzenri (Movie),母をたずねて三千里
Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,Hai to Gensou no Grimgar,灰と幻想のグリムガル
Hai! Akko Desu,yes! This is Akko,Hai! Akko Desu,はい！ アッコ です
Haibane Renmei,Haibane Renmei,haihanerenmei,灰羽連盟
Haikara-san ga Tooru,Smart-san,Haikara-san ga Tooru,はいからさんが通る
Haikyuu!!,Haikyu!!,haikyuu!!,ハイキュー!!
Haikyuu!! Movie 1: Owari to Hajimari,Haikyu!! the Movie: The End and the Beginning,Haikyuu!! Movie 1: Owari to Hajimari,ハイキュー!! 終わりと始まり
Haikyuu!! Movie 2: Shousha to Haisha,Haikyuu!! the Movie: The Winner and the Loser,Haikyuu!! Movie 2: Shousha to Haisha,ハイキュー!! 勝者と敗者
Haikyuu!! Second Season,Haikyu!! 2nd Season,haikyuu!! sekandoshiizun,ハイキュー!! セカンドシーズン
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Yes! ! : Crow's Koukou VS Shiratorizawa Gakuen Koukou,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,はいきゅう！！： からすの こうこう ＶＳ しらとりざわ がくえん こうこう
Haitai Nanafa,Haitai Nanafa,haitaishichiha,はいたい七葉
Haitai Nanafa 2nd Season,Haitai Nanafa 2nd Season,haitaishichiha 2,はいたい七葉 2
Haiyore! Nyaruko-san,Nyaruko: Crawling With Love!,Haiyore! Nyaruko-san,這いよれ！ニャル子さん
Haiyore! Nyaruko-san W,Nyaruko: Crawling With Love! Second Season,Haiyore! Nyaruko-san W,這いよれ！ニャル子さん W
Haiyoru! Nyaruani: Remember My Love(craft-sensei),Haiyoru! Nyaruani: Remember My Mr. Lovecraft,haiyoru!nyaruani rimenbaa・mai・rabu(kurafutosensei),這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生)
Haja Kyosei G Dangaiou,Evil Castration G Cliff King,Haja Kyosei G Dangaiou,破邪巨星Gダンガイオ
Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,Hajimari no Boukensha-tachi: Legend of Crystania,はじまりの冒険者たち レジェンド・オブ・クリスタニア
Hajime Ningen Gon,beginning human gon,Hajime Ningen Gon,はじめ人間ゴン
Hajime Ningen Gyatoruz,Beginning Human Gyatori,Hajime Ningen Gyatoruz,はじめ人間ギャートルズ
Hajime no Ippo,Fighting Spirit,Hajime no Ippo,はじめの一歩 THE FIGHTING!
Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,Hajime no Ippo: New Challenger,はじめの一歩 新シリーズ
Hajime no Ippo: Rising,Hajime No Ippo: The Fighting!,Hajime no Ippo: Rising,はじめの一歩 Rising
Hakaba Kitarou,Graveyard Kitaro,Hakaba Kitarou,墓場鬼太郎
Hakaima Sadamitsu,Sadamitsu the Destroyer,Hakaima Sadamitsu,破壊魔定光
Hakken Taiken Daisuki! Shimajirou,I love discovering and experiencing! Shimajiro,Hakken Taiken Daisuki! Shimajirou,はっけん たいけん だいすき! しまじろう
Hakkenden: Touhou Hakken Ibun,Hakkenden -Eight Dogs of the East-,Hakkenden: Touhou Hakken Ibun,八犬伝 -東方八犬異聞-
Hakkenden: Touhou Hakken Ibun 2nd Season,Hakkenden -Eight Dogs of the East- Season 2,Hakkenden: Touhou Hakken Ibun 2nd Season,八犬伝 -東方八犬異聞- 2
Hakubutsushi,Natural History,Hakubutsushi,博物誌
Hakugei Densetsu,Hakugei: Legend of the Moby Dick,Hakugei Densetsu,白鯨伝説
Hakujaden,Panda and the Magic Serpent,shirohebiden,白蛇伝
Hakuouki,Hakuoki ~Demon of the Fleeting Blossom~,Hakuouki,薄桜鬼
Hakuouki Hekketsuroku,Hakuoki Aoki Roku,Hakuouki Hekketsuroku,薄桜鬼 碧血録
Hakuouki Movie 1: Kyoto Ranbu,Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,Hakuouki Movie 1: Kyoto Ranbu,劇場版 薄桜鬼 第一章 京都乱舞
Hakuouki Movie 2: Shikon Soukyuu,Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,Hakuouki Movie 2: Shikon Soukyuu,劇場版 薄桜鬼 第二章 士魂蒼穹
Hakuouki Reimeiroku,Hakuouki Reimeiroku,Hakuouki Reimeiroku,薄桜鬼 黎明録
Hakuouki: Otogisoushi,Hakuouki: Fairy tale,Hakuouki: Otogisoushi,薄桜鬼～御伽草子～
Hakushaku to Yousei,Earl and Fairy,Hakushaku to Yousei,伯爵と妖精
Hakushon Daimaou,Bob in the Bottle,Hakushon Daimaou,ハクション大魔王
Hal,Hal,haru,ハル
Hal no Fue,Hal's Flute,harunofue,ハルのふえ
Hamatora The Animation,Hamatora The Animation,hamatora THE ANIMATION,ハマトラ THE ANIMATION
Hamelin no Violin Hiki,Violinist of Hamelin,haamerunnobaiorinhiki,ハーメルンのバイオリン弾き
Hamelin no Violin Hiki: The Movie,Hamelin no Violin Hiki: The Movie,haamerunnobaiorinhiki,ハーメルンのバイオリン弾き
Hamster Club,Hamster Club,hamusutaakurabu,ハムスター倶楽部
Hana,Flower,hana,ハナ
Hana no Hanashi,Nose Tale,Hana no Hanashi,はなのはなし
Hana no Hi,Day of Nose,hananonichi,鼻の日
Hana no Ko Lunlun,Flower Angel,hananokorunrun,花の子ルンルン
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,Hana no Kounun: Hello Sakura no Kuni,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,花の子ルンルン こんにちわ桜の国
Hana no Mahoutsukai Mary Bell,Flower Wizard Mary Bell,Hana no Mahoutsukai Mary Bell,花の魔法使いマリーベル
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,Hana's Magician Mary Bell: P-Hoeni x's Key,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,花の魔法使いマリーベル フェニックスのかぎ
Hana to Alice: Satsujin Jiken,The Case of Hana & Alice,Hana to Alice: Satsujin Jiken,花とアリス 殺人事件
Hana to Chou,Hana to Chou,hanatochou,花と蝶
Hana to Mogura,The Flower and the Mole,Hana to Mogura,花ともぐら
Hana yori Dango,Hana Yori Dango,Hana yori Dango,花より男子
Hana yori Dango (Movie),Hana Yori Dango The Movie,Hana yori Dango (Movie),花より男子
Hanada Shounen-shi,Mr. Hanada Shonen,Hanada Shounen-shi,花田 少年ー氏
Hanamaru Youchien,Hanamaru Kindergarten,Hanamaru Youchien,はなまる幼稚園
Hanamonogatari,Hanamonogatari,Hanamonogatari,花物語
Hanaori,The Breaking of Branches is Forbidden,Hanaori,花折り
Hanare Toride no Yonna,Yonna in the Solitary Fortress,Hanare Toride no Yonna,はなれ砦のヨナ
Hanasaka Jiisan,The Blossom Man,Hanasaka Jiisan,花咲か爺
Hanasaka Jijii,old man hanasaki,Hanasaka Jijii,花咲 ジジイ
Hanasakeru Seishounen,Hanasakeru Seishonen,Hanasakeru Seishounen,花咲ける青少年
Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,Hanasaku Iroha,花咲くいろは
Hanasaku Iroha: Home Sweet Home,Hanasaku Iroha: Praise Suet Praise,Hanasaku Iroha: Home Sweet Home,はなさく いろは： ほめ すぇえｔ ほめ
Hanayamata,Hanayamata,Hanayamata,ハナヤマタ
Hanbun no Tsuki ga Noboru Sora,Looking Up At The Half-Moon,Hanbun no Tsuki ga Noboru Sora,半分の月がのぼる空
Hand Soap,Hand Soap,handosoopu,ハンドソープ
Handa-kun,Handa-kun,handakun,はんだくん
Hanoka,Hanoka,HANOKA~hanokaori~,HANOKA～葉ノ香～
Haou Taikei Ryuu Knight,Lord of Lords Ryu Knight,Haou Taikei Ryuu Knight,覇王大系リューナイト
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,Happiness Charge Prekure! Moie: Ningyou no Kuni no Balina,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,はっぴねっｓ ちゃｒげ Ｐれくれ！ もゔぃえ： にんぎょう の くに の ばっぇりな
Happiness Charge Precure!,Happiness Charge Precure!,hapinesuchaajipurikyua!,ハピネスチャージプリキュア！
Happy Birthday: Inochi Kagayaku Toki,Re-Birthday,Happy Birthday: Inochi Kagayaku Toki,ハッピーバースデー 命かがやく瞬間
Happy ComeCome,Happy ComeCome,happiikamukamu,ハッピーカムカム
Happy Happy Clover,Happy Happy Clover,hapihapikuroobaa,はぴはぴクローバー
Happy Kappy,Happy Kappy,happi~kappi,はっぴ〜カッピ
Happy Seven: The TV Manga,Happy Seven: The TV Manga,happiisebun ~za・terebimanga~,はっぴぃセブン ～ざ・テレビまんが～
Hare Tokidoki Buta (TV),Tokyo Pig,Hare Tokidoki Buta (TV),はれときどきぶた
Hareluya II Boy,Hareluya II Boy,hareruyaIIBOY,ハレルヤIIBOY
Harley Spiny,Harley Spiny,haaree・supainii,ハーレー・スパイニー
Harmonie,Harmonie,arumoni,アルモニ
Harmony,Harmony,haamonii,ハーモニー
Haru no Ashioto The Movie: Ourin Dakkan,Haru's feet and tea moie: Orin Dakan,Haru no Ashioto The Movie: Ourin Dakkan,はるのあしおと The Movie - 桜鈴奪還
Haru no Shikumi,The Mechanism of Spring,Haru no Shikumi,春のしくみ
Haru no Uta,Spring Song,Haru no Uta,春の唄
HaruChika: Haruta to Chika wa Seishun suru,Haruchika: Haruta & Chika,HaruChika: Haruta to Chika wa Seishun suru,ハルチカ ～ハルタとチカは青春する～
Harukanaru Toki no Naka de: Hachiyou Shou,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,Harukanaru Toki no Naka de: Hachiyou Shou,遙かなる時空の中で〜八葉抄〜
Harukanaru Toki no Naka de: Maihitoyo,In the distant past: My dear friend.,Harukanaru Toki no Naka de: Maihitoyo,劇場版 遙かなる時空（とき）の中で 舞一夜（まいひとよ）
Hashire Melos!,Run!,Hashire Melos!,走れ めぉｓ！
Hashire! Shiroi Ookami,White Fang,Hashire! Shiroi Ookami,走れ! 白いオオカミ
Hatara Kids Mai Ham Gumi,Master Hamsters,hatarakizzumaihamukumi,はたらキッズマイハム組
Hataraki Man,working man,Hataraki Man,働きマン
Hataraku Maou-sama!,The Devil is a Part-Timer!,Hataraku Maou-sama!,はたらく魔王さま!
Hatenkou Yuugi,Hatenkou Yugi,Hatenkou Yuugi,破天荒遊戯
Hato no Oyome-san,pigeon's wife,Hato no Oyome-san,ハトのおよめさん
Hatsukoi Limited,First love i look d,Hatsukoi Limited,初恋 ぃ見てｄ
Hatsukoi Monster,First Love Monster,Hatsukoi Monster,初恋モンスター
Hatsumei Boy Kanipan,invention book y crab bread,Hatsumei Boy Kanipan,発明BOYカニパン
Haunted Junction,Haunted Junction,HAUNTED jankushon,HAUNTED じゃんくしょん
Hayabusa: Back to the Earth,Hayabusa: Back to the Earth,hayabusa:Back to the Earth,はやぶさ：Back to the Earth
Hayan Ma-eum Baeggu,Hayan Ma-eum Baeggu,Hayan Ma-eum Baeggu,Hayan Ma-eum Baeggu
Head Spoon,Head Spoon,heddo・supuun,ヘッド・スプーン
Heart Cocktail,Heart Cocktail,haatokakuteru,ハートカクテル
Heartcatch Precure!,Heartcatch Precure!,haatokyatchipurikyua!,ハートキャッチプリキュア!
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Heart or tch P get me! Moie: Hana's face at her girlfriend's house lol. . . Is that so? ?,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,へあｒｔかｔｃｈ Ｐれくれ！ もゔぃえ： はな の みやこ で ふぁしおん しょｗ。。。 です か！？
HeatGuy J,HeatGuy J,hiitogaiJ,ヒートガイJ
Heavy Object,Heavy Object,heviiobujiekuto,ヘヴィーオブジェクト
Heisei Inu Monogatari Bow,Heisei Period Dog Tale Bow,Heisei Inu Monogatari Bow,平成イヌ物語バウ
Heisei Inu Monogatari Bow Movie,Heisei Dog Stories: Bow,Heisei Inu Monogatari Bow Movie,平成イヌ物語バウ
Heisei Tanuki Gassen Ponpoko,Pom Poko,Heisei Tanuki Gassen Ponpoko,平成狸合戦ぽんぽこ
Heisei Tensai Bakabon,Heisei Tensai Bakabon,Heisei Tensai Bakabon,平成天才バカボン
